frame,time,type,name,twist,superhelical,#enzymes,binding,unbinding
0,0.0,circuit,Pleu500_47,-211.83310464205465,-0.060000000000000005,1,0,0
0,0.0,DNA_topoI,DNA_topoI_global,-211.83310464205465,-0.060000000000000005,0,0,0
0,0.0,DNA_gyrase,DNA_gyrase_global,-211.83310464205465,-0.060000000000000005,0,0,0
0,0.0,gene,tetA,-211.83310464205465,-0.06,0,0,0
0,0.0,gene,CDS,-211.83310464205465,-0.06,0,0,0
0,0.0,origin,ori,-211.83310464205465,-0.06,1,0,0
0,0.0,lacOP,lac1,-211.83310464205465,-0.06,0,0,0
0,0.0,gene,mKalama1,-211.83310464205465,-0.06,0,0,0
0,0.0,lacOP,lac2,-211.83310464205465,-0.06,0,0,0
0,0.0,gene,Raspberry,-211.83310464205465,-0.06,0,0,0
1,0.25,circuit,Pleu500_47,-211.83310464205465,-0.060000000000000005,1,0,0
1,0.25,DNA_topoI,DNA_topoI_global,-211.83310464205465,-0.060000000000000005,0,0,0
1,0.25,DNA_gyrase,DNA_gyrase_global,-211.83310464205465,-0.060000000000000005,0,0,0
1,0.25,gene,tetA,-211.83310464205465,-0.06,0,0,0
1,0.25,gene,CDS,-211.83310464205465,-0.06,0,0,0
1,0.25,origin,ori,-211.83310464205465,-0.06,1,0,0
1,0.25,lacOP,lac1,-211.83310464205465,-0.06,0,0,0
1,0.25,gene,mKalama1,-211.83310464205465,-0.06,0,0,0
1,0.25,lacOP,lac2,-211.83310464205465,-0.06,0,0,0
1,0.25,gene,Raspberry,-211.83310464205465,-0.06,0,0,0
2,0.5,circuit,Pleu500_47,-211.83310464205465,-0.060000000000000005,2,1,0
2,0.5,DNA_topoI,DNA_topoI_global,-211.83310464205465,-0.060000000000000005,1,1,0
2,0.5,DNA_gyrase,DNA_gyrase_global,-211.83310464205465,-0.060000000000000005,0,0,0
2,0.5,gene,tetA,-211.83310464205465,-0.060000000000000005,0,0,0
2,0.5,gene,CDS,-211.83310464205465,-0.060000000000000005,0,0,0
2,0.5,origin,ori,-211.83310464205465,-0.060000000000000005,1,0,0
2,0.5,lacOP,lac1,-211.83310464205465,-0.060000000000000005,0,0,0
2,0.5,gene,mKalama1,-211.83310464205465,-0.060000000000000005,0,0,0
2,0.5,lacOP,lac2,-211.83310464205465,-0.060000000000000005,0,0,0
2,0.5,gene,Raspberry,-211.83310464205465,-0.060000000000000005,0,0,0
3,0.75,circuit,Pleu500_47,-209.88830918983234,-0.0606833910034602,2,0,0
3,0.75,DNA_topoI,DNA_topoI_global,-209.88830918983234,-0.0606833910034602,1,0,0
3,0.75,DNA_gyrase,DNA_gyrase_global,-209.88830918983234,-0.0606833910034602,0,0,0
3,0.75,gene,tetA,-182.42082989133547,-0.06092093453265069,0,0,0
3,0.75,gene,CDS,-182.42082989133547,-0.06092093453265069,0,0,0
3,0.75,origin,ori,-27.4674792984969,-0.05915160257553598,1,0,0
3,0.75,lacOP,lac1,-27.4674792984969,-0.05915160257553598,0,0,0
3,0.75,gene,mKalama1,-182.42082989133547,-0.06092093453265069,0,0,0
3,0.75,lacOP,lac2,-182.42082989133547,-0.06092093453265069,0,0,0
3,0.75,gene,Raspberry,-182.42082989133547,-0.06092093453265069,0,0,0
4,1.0,circuit,Pleu500_47,-207.9435137376101,-0.06012110726643598,2,0,0
4,1.0,DNA_topoI,DNA_topoI_global,-207.9435137376101,-0.06012110726643598,1,0,0
4,1.0,DNA_gyrase,DNA_gyrase_global,-207.9435137376101,-0.06012110726643598,0,0,0
4,1.0,gene,tetA,-181.44843216522435,-0.060596194324816964,0,0,0
4,1.0,gene,CDS,-181.44843216522435,-0.060596194324816964,0,0,0
4,1.0,origin,ori,-26.495081572385775,-0.057057530410587524,1,0,0
4,1.0,lacOP,lac1,-26.495081572385775,-0.057057530410587524,0,0,0
4,1.0,gene,mKalama1,-181.44843216522435,-0.060596194324816964,0,0,0
4,1.0,lacOP,lac2,-181.44843216522435,-0.060596194324816964,0,0,0
4,1.0,gene,Raspberry,-181.44843216522435,-0.060596194324816964,0,0,0
5,1.25,circuit,Pleu500_47,-205.99871828538784,-0.059558823529411754,2,0,0
5,1.25,DNA_topoI,DNA_topoI_global,-205.99871828538784,-0.059558823529411754,1,0,0
5,1.25,DNA_gyrase,DNA_gyrase_global,-205.99871828538784,-0.059558823529411754,0,0,0
5,1.25,gene,tetA,-180.47603443911322,-0.06027145411698323,0,0,0
5,1.25,gene,CDS,-180.47603443911322,-0.06027145411698323,0,0,0
5,1.25,origin,ori,-25.52268384627465,-0.05496345824563907,1,0,0
5,1.25,lacOP,lac1,-25.52268384627465,-0.05496345824563907,0,0,0
5,1.25,gene,mKalama1,-180.47603443911322,-0.06027145411698323,0,0,0
5,1.25,lacOP,lac2,-180.47603443911322,-0.06027145411698323,0,0,0
5,1.25,gene,Raspberry,-180.47603443911322,-0.06027145411698323,0,0,0
6,1.5,circuit,Pleu500_47,-204.0539228331656,-0.05899653979238753,2,0,0
6,1.5,DNA_topoI,DNA_topoI_global,-204.0539228331656,-0.05899653979238753,1,0,0
6,1.5,DNA_gyrase,DNA_gyrase_global,-204.0539228331656,-0.05899653979238753,0,0,0
6,1.5,gene,tetA,-179.5036367130021,-0.0599467139091495,0,0,0
6,1.5,gene,CDS,-179.5036367130021,-0.0599467139091495,0,0,0
6,1.5,origin,ori,-24.550286120163523,-0.05286938608069062,1,0,0
6,1.5,lacOP,lac1,-24.550286120163523,-0.05286938608069062,0,0,0
6,1.5,gene,mKalama1,-179.5036367130021,-0.0599467139091495,0,0,0
6,1.5,lacOP,lac2,-179.5036367130021,-0.0599467139091495,0,0,0
6,1.5,gene,Raspberry,-179.5036367130021,-0.0599467139091495,0,0,0
7,1.75,circuit,Pleu500_47,-202.10912738094333,-0.058434256055363315,2,0,0
7,1.75,DNA_topoI,DNA_topoI_global,-202.10912738094333,-0.058434256055363315,1,0,0
7,1.75,DNA_gyrase,DNA_gyrase_global,-202.10912738094333,-0.058434256055363315,0,0,0
7,1.75,gene,tetA,-178.53123898689097,-0.059621973701315764,0,0,0
7,1.75,gene,CDS,-178.53123898689097,-0.059621973701315764,0,0,0
7,1.75,origin,ori,-23.577888394052398,-0.050775313915742165,1,0,0
7,1.75,lacOP,lac1,-23.577888394052398,-0.050775313915742165,0,0,0
7,1.75,gene,mKalama1,-178.53123898689097,-0.059621973701315764,0,0,0
7,1.75,lacOP,lac2,-178.53123898689097,-0.059621973701315764,0,0,0
7,1.75,gene,Raspberry,-178.53123898689097,-0.059621973701315764,0,0,0
8,2.0,circuit,Pleu500_47,-200.16433192872108,-0.05787197231833909,2,0,0
8,2.0,DNA_topoI,DNA_topoI_global,-200.16433192872108,-0.05787197231833909,1,0,0
