frame,time,type,name,concentration
0,0.0,topo,topoI,0.25
0,0.0,topo,gyrase,0.25
0,0.0,RNAP,RNAP,1.0
1,0.5,topo,topoI,0.25
1,0.5,topo,gyrase,0.25
1,0.5,RNAP,RNAP,1.0
2,1.0,topo,topoI,0.25
2,1.0,topo,gyrase,0.25
2,1.0,RNAP,RNAP,1.0
3,1.5,topo,topoI,0.25
3,1.5,topo,gyrase,0.25
3,1.5,RNAP,RNAP,1.0
4,2.0,topo,topoI,0.25
4,2.0,topo,gyrase,0.25
4,2.0,RNAP,RNAP,1.0
5,2.5,topo,topoI,0.25
5,2.5,topo,gyrase,0.25
5,2.5,RNAP,RNAP,1.0
6,3.0,topo,topoI,0.25
6,3.0,topo,gyrase,0.25
6,3.0,RNAP,RNAP,1.0
7,3.5,topo,topoI,0.25
7,3.5,topo,gyrase,0.25
7,3.5,RNAP,RNAP,1.0
8,4.0,topo,topoI,0.25
8,4.0,topo,gyrase,0.25
8,4.0,RNAP,RNAP,1.0
9,4.5,topo,topoI,0.25
9,4.5,topo,gyrase,0.25
9,4.5,RNAP,RNAP,1.0
10,5.0,topo,topoI,0.25
10,5.0,topo,gyrase,0.25
10,5.0,RNAP,RNAP,1.0
11,5.5,topo,topoI,0.25
11,5.5,topo,gyrase,0.25
11,5.5,RNAP,RNAP,1.0
12,6.0,topo,topoI,0.25
12,6.0,topo,gyrase,0.25
12,6.0,RNAP,RNAP,1.0
13,6.5,topo,topoI,0.25
13,6.5,topo,gyrase,0.25
13,6.5,RNAP,RNAP,1.0
14,7.0,topo,topoI,0.25
14,7.0,topo,gyrase,0.25
14,7.0,RNAP,RNAP,1.0
15,7.5,topo,topoI,0.25
15,7.5,topo,gyrase,0.25
15,7.5,RNAP,RNAP,1.0
16,8.0,topo,topoI,0.25
16,8.0,topo,gyrase,0.25
16,8.0,RNAP,RNAP,1.0
17,8.5,topo,topoI,0.25
17,8.5,topo,gyrase,0.25
17,8.5,RNAP,RNAP,1.0
18,9.0,topo,topoI,0.25
18,9.0,topo,gyrase,0.25
18,9.0,RNAP,RNAP,1.0
19,9.5,topo,topoI,0.25
19,9.5,topo,gyrase,0.25
19,9.5,RNAP,RNAP,1.0
20,10.0,topo,topoI,0.25
20,10.0,topo,gyrase,0.25
20,10.0,RNAP,RNAP,1.0
21,10.5,topo,topoI,0.25
21,10.5,topo,gyrase,0.25
21,10.5,RNAP,RNAP,1.0
22,11.0,topo,topoI,0.25
22,11.0,topo,gyrase,0.25
22,11.0,RNAP,RNAP,1.0
23,11.5,topo,topoI,0.25
23,11.5,topo,gyrase,0.25
23,11.5,RNAP,RNAP,1.0
24,12.0,topo,topoI,0.25
24,12.0,topo,gyrase,0.25
24,12.0,RNAP,RNAP,1.0
25,12.5,topo,topoI,0.25
25,12.5,topo,gyrase,0.25
25,12.5,RNAP,RNAP,1.0
26,13.0,topo,topoI,0.25
26,13.0,topo,gyrase,0.25
26,13.0,RNAP,RNAP,1.0
27,13.5,topo,topoI,0.25
27,13.5,topo,gyrase,0.25
27,13.5,RNAP,RNAP,1.0
28,14.0,topo,topoI,0.25
28,14.0,topo,gyrase,0.25
28,14.0,RNAP,RNAP,1.0
29,14.5,topo,topoI,0.25
29,14.5,topo,gyrase,0.25
29,14.5,RNAP,RNAP,1.0
30,15.0,topo,topoI,0.25
30,15.0,topo,gyrase,0.25
30,15.0,RNAP,RNAP,1.0
31,15.5,topo,topoI,0.25
31,15.5,topo,gyrase,0.25
31,15.5,RNAP,RNAP,1.0
32,16.0,topo,topoI,0.25
32,16.0,topo,gyrase,0.25
32,16.0,RNAP,RNAP,1.0
33,16.5,topo,topoI,0.25
33,16.5,topo,gyrase,0.25
33,16.5,RNAP,RNAP,1.0
34,17.0,topo,topoI,0.25
34,17.0,topo,gyrase,0.25
34,17.0,RNAP,RNAP,1.0
35,17.5,topo,topoI,0.25
35,17.5,topo,gyrase,0.25
35,17.5,RNAP,RNAP,1.0
36,18.0,topo,topoI,0.25
36,18.0,topo,gyrase,0.25
36,18.0,RNAP,RNAP,1.0
